Time,UTC TIME,anum,fnum,height,speed,angle,longitude,latitude
1604578871.0,2020-11-05 12:21:00,B8577,CCA1884,198.12,298.172,353.0,40.09558,116.61176
1604578893.0,2020-11-05 12:21:30,B8577,CCA1884,434.34,314.84,358.0,40.10987,116.61095
1604578927.0,2020-11-05 12:22:00,B8577,CCA1884,731.52,322.248,31.0,40.12321,116.61798
1604578956.0,2020-11-05 12:22:30,B8577,CCA1884,838.2,418.55199999999996,36.0,40.160059999999994,116.64921000000001
1604578989.0,2020-11-05 12:23:00,B8577,CCA1884,1112.52,494.48400000000004,85.0,40.17155,116.69556000000001
1604579015.0,2020-11-05 12:23:30,B8577,CCA1884,1379.22,525.9680000000002,84.0,40.17297,116.71796
1604579042.0,2020-11-05 12:24:00,B8577,CCA1884,1478.28,527.82,83.0,40.17297,116.71796
1604579072.0,2020-11-05 12:24:30,B8577,CCA1884,1874.52,531.524,79.0,40.18108,116.81305
1604579105.0,2020-11-05 12:25:00,B8577,CCA1884,2369.82,557.452,64.0,40.204190000000004,116.89097
1604579135.0,2020-11-05 12:25:30,B8577,CCA1884,2857.5,557.452,64.0,40.204190000000004,116.89097
1604579170.0,2020-11-05 12:26:00,B8577,CCA1884,3322.32,577.8240000000002,65.0,40.23798,116.98755
1604579193.0,2020-11-05 12:26:30,B8577,CCA1884,3566.16,590.788,106.0,40.240809999999996,117.00476
1604579222.0,2020-11-05 12:27:00,B8577,CCA1884,3680.46,590.788,106.0,40.240809999999996,117.00476
1604579250.0,2020-11-05 12:27:30,B8577,CCA1884,4046.22,646.3480000000002,162.0,40.180679999999995,117.08785
1604579285.0,2020-11-05 12:28:00,B8577,CCA1884,4465.32,666.72,167.0,40.11209,117.1076
1604579311.0,2020-11-05 12:28:30,B8577,CCA1884,4716.78,688.944,168.0,40.0927,117.11307
1604579343.0,2020-11-05 12:29:00,B8577,CCA1884,5090.16,696.352,168.0,40.01344,117.13463999999999
1604579373.0,2020-11-05 12:29:30,B8577,CCA1884,5379.72,681.5360000000003,175.0,39.95928,117.14883999999999
1604579401.0,2020-11-05 12:30:00,B8577,CCA1884,5402.58,613.012,197.0,39.90573,117.14017
1604579439.0,2020-11-05 12:30:30,B8577,CCA1884,5417.82,609.308,196.0,39.86435,117.12489
1604579463.0,2020-11-05 12:31:00,B8577,CCA1884,5654.04,605.604,197.0,39.83844000000001,117.11545
1604579496.0,2020-11-05 12:31:30,B8577,CCA1884,6118.86,592.64,197.0,39.76799000000001,117.08899
1604579526.0,2020-11-05 12:32:00,B8577,CCA1884,6408.42,607.456,197.0,39.722609999999996,117.07153000000001
1604579552.0,2020-11-05 12:32:30,B8577,CCA1884,6720.84,625.976,191.0,39.68737,117.06482
1604579580.0,2020-11-05 12:33:00,B8577,CCA1884,7063.74,644.496,177.0,39.65318,117.06691000000001
1604579611.0,2020-11-05 12:33:30,B8577,CCA1884,7254.24,664.868,177.0,39.58763,117.07055
1604579652.0,2020-11-05 12:34:00,B8577,CCA1884,7444.74,701.908,177.0,39.52965,117.07355
1604579688.0,2020-11-05 12:34:30,B8577,CCA1884,7498.08,751.9119999999997,177.0,39.48386,117.07593
1604579701.0,2020-11-05 12:35:00,B8577,CCA1884,7498.08,755.6160000000001,177.0,39.430479999999996,117.07885
1604579739.0,2020-11-05 12:35:30,B8577,CCA1884,7498.08,748.2080000000003,177.0,39.37263,117.08228000000001
1604579764.0,2020-11-05 12:36:00,B8577,CCA1884,7498.08,748.2080000000003,177.0,39.32128,117.08514
1604579795.0,2020-11-05 12:36:30,B8577,CCA1884,7498.08,750.06,177.0,39.27036,117.08787
1604579826.0,2020-11-05 12:37:00,B8577,CCA1884,7696.2,755.6160000000001,177.0,39.20276,117.09149
1604579858.0,2020-11-05 12:37:30,B8577,CCA1884,7871.46,777.84,177.0,39.14973,117.09426
1604579888.0,2020-11-05 12:38:00,B8577,CCA1884,8061.96,792.6560000000003,177.0,39.07677,117.09813999999999
1604579919.0,2020-11-05 12:38:30,B8577,CCA1884,8389.62,792.6560000000003,177.0,39.03548,117.10047
1604579947.0,2020-11-05 12:39:00,B8577,CCA1884,8580.12,787.1,177.0,38.97652,117.10375
1604579975.0,2020-11-05 12:39:30,B8577,CCA1884,8854.44,781.544,177.0,38.9193,117.10678999999999
1604580004.0,2020-11-05 12:40:00,B8577,CCA1884,9044.94,787.1,177.0,38.84193,117.11091
1604580030.0,2020-11-05 12:40:30,B8577,CCA1884,9166.86,801.916,177.0,38.79149,117.11348000000001
1604580065.0,2020-11-05 12:41:00,B8577,CCA1884,9326.88,809.324,177.0,38.72163,117.11718
1604580094.0,2020-11-05 12:41:30,B8577,CCA1884,9494.52,818.584,177.0,38.699659999999994,117.11838
1604580121.0,2020-11-05 12:42:00,B8577,CCA1884,9745.98,801.916,177.0,38.64115,117.12151999999999
1604580151.0,2020-11-05 12:42:30,B8577,CCA1884,10020.3,792.6560000000003,177.0,38.58856,117.12453000000001
1604580181.0,2020-11-05 12:43:00,B8577,CCA1884,10088.88,787.1,177.0,38.51807,117.12823
1604580211.0,2020-11-05 12:43:30,B8577,CCA1884,10088.88,787.1,177.0,38.43115,117.13263
1604580240.0,2020-11-05 12:44:00,B8577,CCA1884,10088.88,785.248,177.0,38.37175,117.13581
1604580280.0,2020-11-05 12:44:30,B8577,CCA1884,10088.88,781.544,177.0,38.33116,117.13802
1604580305.0,2020-11-05 12:45:00,B8577,CCA1884,10088.88,783.3960000000003,177.0,38.28153,117.14065
